VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
중형,휘발유,5,국산,겨울,22400
SUV/승합,경유,9,국산,봄,134526.3158
소형,휘발유,5,국산,겨울,53485.71429
중형,LPG,5,국산,겨울,16714.28571
SUV/승합,전기,5,국산,겨울,29323.63636
중형,LPG,5,국산,겨울,22000
중형,LPG,5,국산,겨울,19714.28571
중형,휘발유,5,국산,겨울,55154.71698
SUV/승합,경유,7,국산,겨울,31807.22892
SUV/승합,경유,5,국산,봄,138000
중형,LPG,5,국산,봄,44129.03226
고급,LPG,5,국산,겨울,66000
SUV/승합,경유,5,국산,겨울,37384.61538
SUV/승합,경유,9,국산,봄,78000
SUV/승합,전기,5,국산,겨울,33163.63636
중형,LPG,5,국산,겨울,18315.78947
중형,LPG,5,국산,겨울,26724.32432
SUV/승합,경유,5,국산,겨울,25395.34884
SUV/승합,전기,4,국산,겨울,20373.33333
SUV/승합,전기,5,국산,겨울,27765.85366
SUV/승합,경유,9,국산,겨울,40320
중형,휘발유,5,국산,겨울,21333.33333
고급,LPG,5,국산,겨울,52153.84615
중형,LPG,5,국산,겨울,28800
SUV/승합,전기,5,국산,겨울,74666.66667
중형,LPG,5,국산,겨울,23250
중형,LPG,5,국산,겨울,48000
중형,휘발유,5,국산,겨울,43520
중형,휘발유,5,국산,겨울,25329.72973
중소형,LPG,5,국산,겨울,66150
SUV/승합,경유,11,국산,겨울,82800
소형,휘발유,5,국산,겨울,20100
SUV/승합,경유,7,국산,겨울,51629.26829
소형,휘발유,5,국산,겨울,25200
중형,휘발유,4,수입,겨울,77000
중형,LPG,5,국산,겨울,14914.28571
SUV/승합,경유,7,국산,겨울,35744
SUV/승합,휘발유,5,국산,겨울,40941.17647
중형,LPG,5,국산,겨울,22320
SUV/승합,휘발유,5,국산,겨울,32000
SUV/승합,경유,7,국산,겨울,32592.59259
중형,전기,5,국산,겨울,21567.12329
중형,휘발유,5,국산,겨울,29236.36364
중형,휘발유,5,국산,겨울,25400
SUV/승합,경유,5,국산,겨울,23563.63636
중형,LPG,5,국산,봄,44072.72727
중형,LPG,5,국산,겨울,25363.63636
중형,LPG,5,국산,겨울,36000
SUV/승합,전기,5,국산,겨울,39400
중형,LPG,5,국산,겨울,25320
중형,휘발유,5,국산,겨울,12500
중형,LPG,5,국산,겨울,17746.47887
중형,LPG,5,국산,겨울,18146.34146
중형,LPG,5,국산,겨울,20290.90909
소형,휘발유,5,국산,겨울,14886.95652
고급,휘발유,5,국산,겨울,60000
중형,LPG,5,국산,겨울,32640
SUV/승합,경유,9,국산,봄,148263.1579
중형,LPG,5,국산,겨울,55018.86792
SUV/승합,경유,12,국산,겨울,29338.77551
중형,휘발유,5,국산,겨울,55200
중형,휘발유,5,국산,겨울,22550.9434
SUV/승합,전기,4,국산,겨울,24939.13043
중형,LPG,5,국산,겨울,40200
SUV/승합,경유,5,국산,겨울,26000
중형,휘발유,5,국산,겨울,21645.28302
SUV/승합,경유,9,국산,겨울,31500
SUV/승합,경유,9,국산,겨울,31698.11321
SUV/승합,경유,7,국산,겨울,38496
중형,휘발유,5,국산,겨울,26555.84416
중형,LPG,5,국산,겨울,29207.54717
SUV/승합,전기,4,국산,봄,23900
SUV/승합,경유,12,국산,겨울,38905.26316
중형,LPG,5,국산,겨울,37500
중형,LPG,5,국산,겨울,17872.34043
중형,휘발유,5,국산,겨울,12500
중형,LPG,5,국산,겨울,20800
소형,휘발유,5,국산,겨울,19600
소형,휘발유,5,국산,겨울,24500
소형,휘발유,5,국산,겨울,16000
중형,LPG,5,국산,겨울,15818.18182
SUV/승합,전기,5,국산,겨울,41321.73913
SUV/승합,경유,7,국산,겨울,51000
중형,LPG,5,국산,겨울,17793.10345
소형,휘발유,5,국산,겨울,13690.14085
중형,LPG,5,국산,겨울,29538.46154
소형,휘발유,5,국산,겨울,20100
중형,LPG,5,국산,겨울,52137.93103
소형,휘발유,5,국산,겨울,18162.16216
중형,LPG,5,국산,겨울,36000
중형,LPG,5,국산,겨울,44918.91892
중형,LPG,5,국산,겨울,41379.31034
SUV/승합,경유,9,국산,겨울,37028.57143
SUV/승합,전기,5,국산,겨울,47670.58824
중형,LPG,5,국산,겨울,25846.15385
소형,휘발유,5,국산,겨울,30096
중형,LPG,5,국산,겨울,19034.48276
중형,휘발유,5,국산,겨울,23227.11864
SUV/승합,전기,4,국산,겨울,23900
중형,LPG,5,국산,겨울,16276.36364
중형,LPG,5,국산,겨울,27288.88889
중형,휘발유,5,국산,겨울,31753.84615
SUV/승합,경유,11,국산,겨울,43835.29412
중형,LPG,5,국산,겨울,20047.05882
중형,LPG,5,국산,봄,22651.68539
소형,휘발유,5,국산,겨울,12000
소형,휘발유,5,국산,겨울,19696.55172
중형,LPG,5,국산,겨울,44712.32877
중형,LPG,5,국산,겨울,20133.33333
중형,휘발유,5,국산,겨울,34729.41176
SUV/승합,전기,4,국산,겨울,20836.36364
고급,휘발유,5,국산,겨울,92000
중형,휘발유,5,국산,겨울,22266.66667
중형,휘발유,5,국산,겨울,20914.28571
중소형,휘발유,5,국산,겨울,28114.28571
중형,휘발유,5,국산,겨울,15961.90476
중형,LPG,5,국산,겨울,20250
SUV/승합,경유,12,국산,겨울,48208.69565
SUV/승합,경유,5,국산,겨울,39761.19403
소형,휘발유,5,국산,겨울,17882.35294
고급,LPG,5,국산,겨울,55384.61538
중형,휘발유,5,국산,겨울,21525
SUV/승합,전기,4,국산,겨울,27314.28571
중형,LPG,5,국산,겨울,25411.76471
중형,LPG,5,국산,겨울,20631.57895
중형,LPG,5,국산,겨울,15978.08219
SUV/승합,전기,4,국산,겨울,22333.33333
SUV/승합,경유,9,국산,겨울,33876.92308
SUV/승합,경유,9,국산,겨울,59410.52632
중형,LPG,5,국산,겨울,43400
중형,LPG,5,국산,겨울,46638.80597
중형,LPG,5,국산,겨울,46638.80597
중형,LPG,5,국산,겨울,48446.51163
SUV/승합,경유,8,국산,겨울,139034.4828
SUV/승합,전기,4,국산,겨울,24413.7931
SUV/승합,경유,9,국산,겨울,28600
SUV/승합,전기,4,국산,겨울,19930.43478
SUV/승합,경유,12,국산,겨울,53524.5283
중형,LPG,5,국산,겨울,24316.98113
SUV/승합,전기,4,국산,겨울,26072.72727
SUV/승합,전기,5,국산,겨울,37425
중형,휘발유,5,국산,겨울,18720
소형,휘발유,5,국산,겨울,30620.68966
중형,LPG,5,국산,겨울,24000
소형,휘발유,5,국산,겨울,14050.90909
중형,LPG,5,국산,겨울,29400
소형,휘발유,5,국산,겨울,23343.15789
소형,휘발유,5,국산,겨울,30922.10526
SUV/승합,전기,4,국산,겨울,28611.76471
중형,LPG,5,국산,겨울,26448.97959
중형,휘발유,5,국산,겨울,25449.0566
중형,휘발유,5,국산,겨울,27490.90909
중형,휘발유,5,국산,겨울,23966.43357
SUV/승합,경유,12,국산,봄,38905.26316
중형,휘발유,5,국산,겨울,25518.36735
중형,LPG,5,국산,겨울,14891.56627
중형,휘발유,5,국산,겨울,38181.81818
중형,LPG,5,국산,겨울,28025.80645
중형,휘발유,5,국산,겨울,26064
중형,LPG,5,국산,겨울,24000
SUV/승합,전기,4,국산,겨울,19100
SUV/승합,경유,9,국산,겨울,34569.23077
고급,휘발유,5,국산,겨울,55717.64706
중형,LPG,5,국산,겨울,44880
중형,LPG,5,국산,겨울,37059.74026
중형,LPG,5,국산,겨울,14204.08163
소형,휘발유,5,국산,겨울,24600
중형,LPG,5,국산,겨울,43750
SUV/승합,전기,4,국산,겨울,24384
중형,LPG,5,국산,봄,18070.58824
중형,LPG,5,국산,겨울,15500
중형,LPG,5,국산,봄,21991.83673
SUV/승합,전기,4,국산,겨울,28712.72727
SUV/승합,전기,4,국산,겨울,28712.72727
중형,LPG,5,국산,겨울,15500
중형,LPG,5,국산,겨울,38546.93878
중형,LPG,5,국산,겨울,29538.46154
중형,LPG,5,국산,겨울,22656
SUV/승합,전기,4,국산,겨울,19100
중형,LPG,5,국산,겨울,38608.69565
중형,LPG,5,국산,겨울,22656
중형,휘발유,5,국산,겨울,19800
중형,휘발유,5,국산,겨울,18384.90566
SUV/승합,경유,9,국산,겨울,49400
SUV/승합,경유,7,수입,겨울,45000
중형,휘발유,5,국산,겨울,31375.60976
중형,휘발유,5,국산,겨울,36292.68293
SUV/승합,경유,9,국산,겨울,101647.0588
중형,휘발유,5,국산,겨울,17563.63636
소형,휘발유,5,국산,겨울,25736.17021
중형,휘발유,5,국산,겨울,21795.91837
SUV/승합,전기,5,국산,겨울,31822.22222
SUV/승합,경유,9,국산,겨울,57306.12245
중형,LPG,5,국산,겨울,23200
고급,휘발유,5,국산,겨울,39600
SUV/승합,경유,5,국산,겨울,24685.71429
중형,LPG,5,국산,겨울,22909.09091
중형,LPG,5,국산,봄,25653.33333
중형,휘발유,5,국산,봄,37500
중형,휘발유,5,국산,봄,37500
중형,LPG,5,국산,겨울,47051.85185
중형,휘발유,5,국산,겨울,19102.7027
SUV/승합,전기,4,국산,겨울,23900
SUV/승합,경유,7,국산,겨울,46550
중형,휘발유,5,국산,겨울,24620.68966
소형,휘발유,5,국산,겨울,16500
고급,LPG,5,국산,겨울,58292.78351
중형,휘발유,5,국산,겨울,32640
중형,휘발유,5,국산,겨울,12500
중형,LPG,5,국산,겨울,27900
중형,휘발유,5,국산,겨울,28750
중형,LPG,5,국산,겨울,41700
중형,LPG,5,국산,겨울,36705.88235
중형,전기,5,국산,겨울,29538.46154
중형,LPG,5,국산,겨울,40753.84615
중형,휘발유,5,국산,겨울,15000
중형,LPG,5,국산,겨울,21844.89796
중형,휘발유,5,국산,봄,38400
SUV/승합,전기,5,국산,겨울,41776.74419
중형,휘발유,5,국산,겨울,23800
중형,LPG,5,국산,겨울,29440
SUV/승합,전기,4,국산,겨울,21040
중소형,휘발유,5,국산,겨울,22615.38462
중형,휘발유,5,국산,겨울,35500
소형,휘발유,4,수입,겨울,50000
중형,휘발유,5,국산,봄,45797.26027
고급,휘발유,5,국산,겨울,85800
SUV/승합,경유,9,국산,겨울,35162.7907
SUV/승합,경유,9,국산,겨울,85800
중형,LPG,5,국산,겨울,34758.62069
중형,LPG,5,국산,겨울,38606.89655
SUV/승합,경유,7,국산,겨울,52800
중형,LPG,5,국산,겨울,14500
중형,LPG,5,국산,겨울,30037.5
중형,휘발유,5,국산,겨울,17500
고급,휘발유,5,국산,겨울,100120
SUV/승합,전기,5,국산,겨울,22735.13514
소형,전기,4,수입,겨울,22800
중형,LPG,5,국산,겨울,35840
SUV/승합,전기,5,국산,겨울,27541.93548
중형,휘발유,5,국산,겨울,16166.03774
중형,LPG,5,국산,봄,20000
SUV/승합,경유,5,국산,겨울,34560
SUV/승합,경유,9,국산,겨울,112695.6522
중형,전기,5,국산,겨울,25776
중형,LPG,5,국산,겨울,21035.29412
SUV/승합,경유,9,국산,겨울,59016.39344
중형,휘발유,5,국산,겨울,34200
소형,휘발유,5,국산,겨울,37200
SUV/승합,전기,5,국산,겨울,38597.26027
중형,LPG,5,국산,겨울,20100
중형,LPG,5,국산,겨울,22628.57143
SUV/승합,경유,11,국산,봄,59422.22222
SUV/승합,경유,7,국산,봄,59422.22222
중형,휘발유,5,국산,겨울,18700
소형,휘발유,5,국산,겨울,20000
SUV/승합,휘발유,5,국산,겨울,27572.09302
중형,휘발유,5,국산,겨울,15168
중형,전기,5,국산,겨울,27777.77778
SUV/승합,전기,5,국산,겨울,23261.53846
소형,휘발유,5,국산,겨울,23100
중형,휘발유,5,국산,겨울,39130.43478
중형,휘발유,5,국산,겨울,21180
소형,휘발유,5,국산,겨울,16615.38462
SUV/승합,경유,9,국산,겨울,51637.5
SUV/승합,경유,9,국산,겨울,51637.5
소형,휘발유,5,국산,겨울,23000
중형,LPG,5,국산,겨울,27000
중형,휘발유,5,국산,겨울,16893.50649
SUV/승합,경유,9,국산,겨울,49400
SUV/승합,전기,4,국산,겨울,29232
SUV/승합,전기,5,국산,겨울,27288.88889
SUV/승합,전기,5,국산,겨울,44042.10526
소형,휘발유,5,국산,겨울,12000
SUV/승합,경유,7,국산,겨울,33600
중형,LPG,5,국산,겨울,30600
중형,LPG,5,국산,겨울,20676.92308
중형,LPG,5,국산,겨울,25548.3871
SUV/승합,전기,5,국산,겨울,37741.93548
SUV/승합,경유,9,국산,겨울,106223.3766
SUV/승합,전기,5,국산,겨울,19700
고급,휘발유,5,국산,겨울,58447.05882
SUV/승합,경유,5,국산,겨울,36421.62162
SUV/승합,하이브리드,5,국산,겨울,34867.92453
SUV/승합,경유,5,국산,겨울,28045.71429
SUV/승합,전기,4,국산,겨울,30352.94118
중형,LPG,5,국산,겨울,23337.93103
중형,LPG,5,국산,겨울,15054.54545
중형,휘발유,5,국산,겨울,18700
SUV/승합,전기,4,국산,겨울,33011.32075
SUV/승합,경유,12,국산,겨울,52900
중형,휘발유,5,국산,겨울,24203.38983
중형,LPG,5,국산,겨울,24756.16438
SUV/승합,경유,9,국산,겨울,50000
중형,LPG,5,국산,겨울,26920
중형,휘발유,5,국산,겨울,45292.30769
소형,전기,4,수입,겨울,26600
중형,휘발유,5,국산,겨울,42105.26316
중형,LPG,5,국산,겨울,36730.43478
SUV/승합,전기,4,국산,겨울,28666.66667
SUV/승합,경유,5,국산,겨울,28392.45283
고급,휘발유,5,국산,겨울,103157.8947
SUV/승합,휘발유,7,국산,겨울,64494.54545
중형,LPG,5,국산,겨울,15733.33333
SUV/승합,경유,9,국산,봄,50400
SUV/승합,경유,7,국산,겨울,64421.05263
SUV/승합,경유,7,국산,겨울,58947.36842
중형,휘발유,5,국산,겨울,13274.33628
SUV/승합,경유,5,국산,겨울,34200
중형,LPG,5,국산,겨울,22000
SUV/승합,경유,15,국산,겨울,186666.6667
SUV/승합,전기,5,국산,겨울,20556.52174
SUV/승합,경유,12,국산,겨울,28000
SUV/승합,전기,5,국산,겨울,43282.75862
SUV/승합,휘발유,5,국산,겨울,26622.22222
소형,전기,4,수입,겨울,28164.70588
SUV/승합,전기,5,국산,겨울,41840
SUV/승합,경유,12,국산,겨울,66000
SUV/승합,전기,5,국산,겨울,30000
SUV/승합,전기,5,국산,겨울,24884.21053
SUV/승합,경유,7,국산,겨울,61200
중형,LPG,5,국산,겨울,15218.18182
SUV/승합,전기,5,국산,겨울,34415.09434
SUV/승합,경유,5,국산,겨울,34000
중형,LPG,5,국산,겨울,43333.33333
소형,휘발유,5,국산,겨울,26000
소형,휘발유,5,국산,겨울,15680
중형,휘발유,5,국산,봄,17400
중형,LPG,5,국산,겨울,26100
중형,LPG,5,국산,겨울,25163.63636
중형,LPG,5,국산,겨울,26100
중형,LPG,5,국산,겨울,16754.71698
중형,LPG,5,국산,겨울,18000
중형,LPG,5,국산,겨울,18285.71429
중형,LPG,5,국산,겨울,20745.76271
중형,휘발유,5,국산,겨울,23760
중형,LPG,5,국산,겨울,21840
중형,LPG,5,국산,겨울,17793.10345
중형,휘발유,5,국산,겨울,23706.12245
중형,LPG,5,국산,겨울,38000
중형,휘발유,5,국산,겨울,46870.58824
소형,휘발유,5,국산,겨울,16666.66667
SUV/승합,경유,9,국산,겨울,156521.7391
SUV/승합,경유,9,국산,겨울,62910
중형,LPG,5,국산,겨울,49846.15385
SUV/승합,경유,9,국산,겨울,100670.2703
SUV/승합,경유,9,국산,봄,60827.58621
소형,휘발유,5,국산,겨울,16738.46154
중형,LPG,5,국산,겨울,21600
중형,LPG,5,국산,겨울,35686.95652
중형,휘발유,5,국산,겨울,14163.38028
SUV/승합,경유,9,국산,겨울,57600
중형,휘발유,5,국산,겨울,23733.33333
SUV/승합,전기,4,국산,겨울,28666.66667
중형,휘발유,5,국산,겨울,17660.37736
중형,LPG,5,국산,겨울,21000
고급,휘발유,5,국산,겨울,49726.31579
중형,LPG,5,국산,겨울,15970.90909
중형,LPG,5,국산,겨울,34133.33333
SUV/승합,경유,9,국산,봄,32186.30137
SUV/승합,경유,5,국산,봄,26860.27397
중형,휘발유,5,국산,겨울,21066.66667
SUV/승합,휘발유,5,국산,겨울,90000
SUV/승합,전기,4,국산,겨울,32400
고급,휘발유,5,국산,겨울,42666.66667
고급,휘발유,5,국산,겨울,42666.66667
SUV/승합,전기,5,국산,겨울,22040
중형,LPG,5,국산,겨울,39972.41379
중형,LPG,5,국산,겨울,26200
중형,휘발유,5,국산,겨울,36206.89655
중형,휘발유,5,국산,겨울,19200
중형,휘발유,5,국산,겨울,30000
중형,휘발유,5,국산,겨울,45000
SUV/승합,경유,5,국산,겨울,18000
중형,LPG,5,국산,겨울,90000
소형,휘발유,5,국산,겨울,23500
중형,LPG,5,국산,겨울,14364.70588
SUV/승합,경유,9,국산,겨울,67776
고급,휘발유,5,국산,겨울,38550
중형,LPG,5,국산,겨울,27876.92308
중형,LPG,5,국산,겨울,15504.7619
중형,LPG,5,국산,겨울,40000
중형,LPG,5,국산,겨울,15851.85185
중형,LPG,5,국산,겨울,33600
SUV/승합,경유,5,국산,봄,80956.09756
소형,휘발유,5,국산,겨울,23100
SUV/승합,경유,5,국산,봄,80956.09756
중형,LPG,5,국산,겨울,40533.33333
중형,LPG,5,국산,겨울,46800
중형,휘발유,5,국산,봄,28480
중형,휘발유,5,국산,겨울,36960
SUV/승합,전기,5,국산,겨울,37400
중형,휘발유,5,국산,겨울,21818.18182
중형,LPG,5,국산,겨울,18912
SUV/승합,전기,5,국산,겨울,32326.53061
중형,전기,5,국산,겨울,24316.98113
중형,LPG,5,국산,겨울,27200
SUV/승합,경유,9,국산,겨울,60480
SUV/승합,전기,5,국산,겨울,30624
SUV/승합,경유,9,국산,봄,32000
중형,LPG,5,국산,겨울,18912
중형,LPG,5,국산,겨울,19384.61538
SUV/승합,경유,5,국산,겨울,27529.41176
고급,휘발유,5,국산,겨울,60000
SUV/승합,전기,5,국산,겨울,25960.56338
SUV/승합,경유,11,국산,봄,155563.6364
SUV/승합,경유,5,국산,겨울,39085.71429
중형,LPG,5,국산,겨울,18105.26316
소형,전기,4,수입,겨울,26600
소형,휘발유,5,국산,겨울,32436.36364
소형,휘발유,4,수입,겨울,150000
소형,휘발유,5,국산,겨울,30270.27027
중형,휘발유,5,국산,겨울,14163.38028
중형,LPG,5,국산,겨울,45000
중형,휘발유,5,국산,겨울,17446.15385
중형,LPG,5,국산,겨울,18600
고급,LPG,5,국산,겨울,77280
중형,LPG,5,국산,겨울,40465.82278
중형,LPG,5,국산,겨울,17860.46512
고급,휘발유,5,국산,겨울,44000
중형,LPG,5,국산,겨울,21000
중형,LPG,5,국산,겨울,31304.34783
SUV/승합,전기,5,국산,겨울,38297.87234
중형,LPG,5,국산,겨울,68914.28571
소형,휘발유,5,국산,겨울,37517.24138
중형,LPG,5,국산,봄,20000
중형,LPG,5,국산,겨울,63396.22642
중형,휘발유,5,국산,겨울,36352.94118
중형,LPG,5,국산,겨울,16662.85714
소형,휘발유,5,국산,겨울,20400
중형,LPG,5,국산,겨울,30000
중형,LPG,5,국산,겨울,48759.49367
중형,LPG,5,국산,겨울,45355.10204
중형,LPG,5,국산,겨울,17815.38462
중형,휘발유,5,국산,겨울,25411.76471
중형,LPG,5,국산,겨울,27600
중형,LPG,5,국산,겨울,37600
중형,LPG,5,국산,겨울,49745.45455
중형,LPG,5,국산,겨울,19911.11111
중형,LPG,5,국산,겨울,39325.71429
중형,LPG,5,국산,겨울,20072.72727
SUV/승합,경유,9,국산,겨울,62848
중형,LPG,5,국산,겨울,22909.09091
중형,LPG,5,국산,겨울,45355.10204
SUV/승합,경유,11,국산,봄,71538.46154
중형,LPG,5,국산,겨울,46758.62069
중형,LPG,5,국산,겨울,28298.50746
중형,LPG,5,국산,겨울,69557.89474
중형,휘발유,5,국산,겨울,48494.11765
SUV/승합,경유,7,국산,겨울,46224
SUV/승합,경유,5,국산,겨울,22834.28571
SUV/승합,경유,9,국산,봄,42620.68966
중형,휘발유,5,국산,겨울,19714.28571
중형,휘발유,5,국산,겨울,30635.29412
SUV/승합,경유,9,국산,겨울,33876.92308
중형,휘발유,5,국산,겨울,17136
SUV/승합,휘발유,5,국산,겨울,29013.33333
중형,LPG,5,국산,겨울,30362.7907
중형,휘발유,5,국산,겨울,29893.67089
SUV/승합,전기,5,국산,겨울,39600
중형,LPG,5,국산,겨울,26584.61538
중형,LPG,5,국산,겨울,34200
중형,LPG,5,국산,겨울,17723.07692
중형,LPG,5,국산,겨울,19104
소형,휘발유,5,국산,겨울,32000
SUV/승합,전기,4,국산,겨울,23900
SUV/승합,전기,5,국산,겨울,37400
SUV/승합,경유,9,국산,겨울,63939.62264
중소형,휘발유,5,국산,겨울,20550
중형,LPG,5,국산,겨울,23866.66667
중형,LPG,5,국산,겨울,35686.95652
중형,LPG,5,국산,겨울,56666.66667
중형,LPG,5,국산,겨울,15500
중형,LPG,5,국산,겨울,53109.67742
중형,휘발유,5,국산,겨울,22058.82353
중형,LPG,5,국산,겨울,16937.14286
중형,LPG,5,국산,겨울,40800
SUV/승합,경유,7,국산,겨울,20767.34694
중형,휘발유,5,국산,겨울,40114.28571
중형,휘발유,5,국산,봄,20424.4898
고급,휘발유,5,국산,겨울,69000
중형,LPG,5,국산,겨울,28000
고급,휘발유,5,수입,겨울,145630.1887
SUV/승합,전기,5,국산,겨울,22432
SUV/승합,경유,5,국산,겨울,40512
SUV/승합,전기,4,국산,겨울,28600
중형,LPG,5,국산,겨울,16662.85714
