VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
중형,휘발유,5,국산,가을,50000
중형,LPG,5,국산,가을,37888
SUV/승합,경유,9,국산,가을,85423.72881
SUV/승합,전기,5,국산,가을,55400
소형,휘발유,5,국산,겨울,32754.09836
고급,휘발유,5,국산,가을,65705.66038
SUV/승합,전기,5,국산,가을,35317.89474
소형,휘발유,5,국산,가을,36051.79856
중형,휘발유,5,국산,가을,38530.61224
SUV/승합,경유,7,국산,겨울,150000
소형,휘발유,5,국산,겨울,33230.76923
중형,휘발유,5,국산,가을,42146.34146
SUV/승합,경유,11,국산,겨울,51784.61538
중형,휘발유,5,국산,겨울,48960
소형,휘발유,5,국산,가을,37963.63636
중형,LPG,5,국산,겨울,37920
SUV/승합,전기,5,국산,가을,34950
소형,휘발유,5,국산,겨울,67447.05882
SUV/승합,휘발유,5,국산,겨울,99680
소형,휘발유,5,국산,겨울,27283.33333
중형,LPG,5,국산,가을,29491.52542
소형,휘발유,5,국산,겨울,32754.09836
소형,휘발유,5,국산,가을,44400
중형,LPG,5,국산,가을,39369.23077
중형,LPG,5,국산,겨울,34823.52941
중형,LPG,5,국산,가을,46902.85714
중형,LPG,5,국산,가을,78600
SUV/승합,전기,4,국산,가을,35950
중형,LPG,5,국산,겨울,29000
중형,LPG,5,국산,가을,29000
소형,휘발유,5,국산,겨울,51714.28571
소형,휘발유,5,국산,겨울,52571.42857
중형,LPG,5,국산,가을,68700
중형,LPG,5,국산,가을,34417.02128
중형,휘발유,5,국산,겨울,29600
중형,LPG,5,국산,가을,34509.09091
SUV/승합,경유,9,국산,겨울,59775
중형,휘발유,5,국산,가을,32500
중형,LPG,5,국산,겨울,36782.02247
소형,휘발유,5,국산,겨울,53142.85714
SUV/승합,전기,5,국산,겨울,42352.94118
중형,LPG,5,국산,가을,37556.04396
중형,휘발유,5,국산,가을,38307.69231
중형,LPG,5,국산,겨울,71657.14286
중형,휘발유,5,국산,가을,34033.33333
중형,LPG,5,국산,겨울,52457.14286
SUV/승합,전기,4,국산,가을,37580.4878
소형,휘발유,4,수입,가을,61500
중형,LPG,5,국산,가을,43644.44444
SUV/승합,경유,11,국산,겨울,61600
SUV/승합,전기,4,국산,가을,35832.55814
중형,휘발유,5,국산,겨울,56250
SUV/승합,경유,9,국산,겨울,65776.27119
SUV/승합,전기,5,국산,겨울,37285.71429
중형,휘발유,5,국산,가을,27040
SUV/승합,경유,9,국산,가을,38113.43284
고급,휘발유,5,국산,겨울,87500
중형,휘발유,5,국산,가을,67909.09091
SUV/승합,경유,9,국산,겨울,70128.81356
SUV/승합,전기,4,국산,가을,32100
중형,LPG,5,국산,겨울,56896.55172
중형,LPG,5,국산,겨울,43233.80282
중형,휘발유,5,국산,가을,34761.29032
SUV/승합,전기,5,국산,겨울,40145.45455
중형,LPG,5,국산,가을,34200
고급,휘발유,5,국산,가을,63680
중형,LPG,5,국산,겨울,39251.6129
중형,LPG,5,국산,겨울,89670.32967
SUV/승합,경유,7,국산,겨울,105494.5055
중형,LPG,5,국산,가을,42075
중형,LPG,5,국산,겨울,41454.54545
SUV/승합,경유,7,국산,겨울,67726.0274
중형,LPG,5,국산,겨울,30260.86957
중형,LPG,5,국산,겨울,29000
중형,휘발유,4,국산,겨울,37650
소형,휘발유,5,국산,가을,35000
중형,휘발유,5,국산,가을,69000
SUV/승합,경유,8,국산,겨울,92400
중형,휘발유,5,국산,겨울,27066.66667
중형,휘발유,5,국산,가을,31017.72152
SUV/승합,전기,5,국산,가을,84266.66667
중형,휘발유,5,국산,가을,40731.42857
중형,휘발유,5,국산,가을,29172.41379
SUV/승합,경유,11,국산,겨울,43572.41379
중형,휘발유,5,국산,겨울,82533.33333
SUV/승합,경유,5,국산,겨울,109397.4684
중형,LPG,5,국산,겨울,36741.17647
SUV/승합,경유,9,국산,가을,39705.26316
SUV/승합,LPG,5,국산,겨울,101230.7692
중형,LPG,5,국산,겨울,34823.52941
중형,휘발유,5,국산,겨울,54150
중형,휘발유,5,국산,겨울,101230.7692
SUV/승합,휘발유,5,국산,가을,39435.29412
고급,휘발유,5,국산,가을,48400
중형,LPG,5,국산,가을,30611.32075
SUV/승합,전기,4,국산,가을,34036.36364
중형,LPG,5,국산,가을,27600
중형,LPG,5,국산,겨울,30933.33333
중형,휘발유,5,국산,가을,29238.26087
중형,휘발유,5,국산,가을,70338.46154
SUV/승합,전기,5,국산,가을,29605.59441
SUV/승합,전기,5,국산,겨울,43200
중형,휘발유,5,국산,겨울,113647.0588
SUV/승합,휘발유,5,국산,가을,53052.63158
중형,LPG,5,국산,겨울,30458.82353
중형,LPG,5,국산,겨울,29617.02128
소형,휘발유,5,국산,겨울,105976.4706
SUV/승합,경유,9,국산,겨울,85267.92453
중소형,LPG,5,국산,겨울,72657.53425
중형,LPG,5,국산,가을,27818.18182
중형,LPG,5,국산,가을,52946.93878
중형,휘발유,4,수입,가을,149280
고급,휘발유,5,국산,가을,55292.30769
중형,LPG,5,국산,가을,33866.66667
SUV/승합,휘발유,5,국산,겨울,77373.13433
SUV/승합,경유,7,국산,겨울,51629.26829
중형,휘발유,5,국산,가을,30024.4898
중형,휘발유,5,국산,겨울,37763.26531
고급,휘발유,5,국산,가을,36550
중형,LPG,5,국산,가을,30976.5
중형,휘발유,5,국산,가을,22200
중형,휘발유,5,국산,가을,25083.87097
중형,LPG,5,국산,겨울,31766.66667
중형,LPG,5,국산,겨울,43868.35443
SUV/승합,휘발유,5,국산,가을,22242.25352
SUV/승합,전기,5,국산,겨울,42666.66667
소형,휘발유,5,국산,가을,50160
중형,LPG,5,국산,가을,32818.60465
중형,휘발유,5,국산,가을,27348.83721
소형,휘발유,5,국산,가을,28920
중형,LPG,5,국산,겨울,31071.42857
SUV/승합,휘발유,5,국산,가을,23122.58065
고급,휘발유,5,국산,겨울,172088.8889
중형,LPG,5,국산,가을,36266.66667
중형,휘발유,5,국산,겨울,25268.57143
중형,LPG,5,국산,가을,40533.33333
고급,휘발유,5,국산,겨울,67404.25532
SUV/승합,전기,5,국산,가을,25475
중형,LPG,5,국산,겨울,39422.22222
SUV/승합,전기,4,국산,겨울,22400
중형,휘발유,5,국산,겨울,57418.34862
소형,휘발유,5,국산,겨울,70000
중형,휘발유,5,국산,가을,18830.76923
중형,휘발유,5,국산,가을,21960
중형,휘발유,5,국산,겨울,24566.66667
SUV/승합,휘발유,5,국산,겨울,49933.33333
중형,휘발유,5,국산,가을,26539.53488
중형,LPG,5,국산,겨울,33478.48101
SUV/승합,경유,9,국산,겨울,59755.10204
중형,LPG,5,국산,겨울,42350
SUV/승합,전기,4,국산,가을,23954.71698
고급,휘발유,5,국산,겨울,185760
중형,LPG,5,국산,가을,27400
SUV/승합,경유,12,국산,가을,29400
중형,LPG,5,국산,가을,22300
소형,휘발유,5,국산,겨울,50000
중형,휘발유,5,국산,겨울,36753.71901
중형,휘발유,5,국산,가을,22770.73171
SUV/승합,휘발유,5,국산,가을,20550
중형,LPG,5,국산,가을,21400
중형,LPG,5,국산,가을,22464
소형,휘발유,5,국산,겨울,51352.94118
SUV/승합,전기,4,국산,가을,19700
중형,휘발유,5,국산,가을,19257.14286
소형,휘발유,4,수입,겨울,78260.86957
중형,LPG,5,국산,가을,38250
SUV/승합,휘발유,5,국산,겨울,49072.34043
고급,휘발유,5,국산,가을,26907.69231
중형,휘발유,5,국산,겨울,24452.17391
SUV/승합,전기,5,국산,겨울,33018.18182
SUV/승합,전기,5,국산,겨울,33018.18182
중형,LPG,5,국산,가을,19430.13699
SUV/승합,전기,5,국산,겨울,36960
중형,LPG,5,국산,겨울,46200
SUV/승합,전기,5,국산,겨울,40396.0396
중형,LPG,5,국산,가을,15800
중형,LPG,5,국산,가을,33391.30435
중형,LPG,5,국산,겨울,120977.7778
중형,LPG,5,국산,가을,19200
중형,휘발유,5,국산,겨울,22100
중형,LPG,5,국산,가을,16500
고급,휘발유,5,국산,겨울,55709.09091
SUV/승합,경유,5,국산,가을,28200
중형,LPG,5,국산,겨울,21293.61702
중형,휘발유,5,국산,겨울,26400
SUV/승합,경유,5,국산,겨울,42206.89655
SUV/승합,경유,12,국산,가을,21933.33333
SUV/승합,전기,4,국산,겨울,20419.04762
중형,LPG,5,국산,가을,18000
중형,LPG,5,국산,겨울,108153.1915
SUV/승합,경유,13,국산,겨울,127018.8679
SUV/승합,전기,4,국산,가을,18912
소형,휘발유,5,국산,겨울,16100
중형,휘발유,5,국산,가을,19200
SUV/승합,휘발유,5,국산,겨울,61947.16981
소형,휘발유,5,국산,겨울,33735.21127
중형,LPG,5,국산,겨울,22152
중형,LPG,5,국산,겨울,90000
SUV/승합,경유,8,국산,겨울,48909.09091
중형,LPG,5,국산,가을,20233.33333
고급,휘발유,5,국산,가을,24224.29907
소형,휘발유,5,국산,겨울,27285.71429
SUV/승합,전기,5,국산,겨울,24510.6383
중형,LPG,5,국산,가을,15936
소형,휘발유,5,국산,겨울,58352.94118
중형,LPG,5,국산,겨울,18600
중형,LPG,5,국산,겨울,40800
중소형,LPG,5,국산,겨울,38246.15385
중형,휘발유,5,국산,가을,22000
SUV/승합,경유,9,국산,가을,24611.76471
중형,LPG,5,국산,겨울,16500
SUV/승합,경유,7,국산,겨울,63780.82192
SUV/승합,경유,8,국산,겨울,43864.61538
소형,휘발유,4,수입,가을,44900
중형,휘발유,5,국산,겨울,20770.90909
중형,휘발유,5,국산,가을,17700
중형,LPG,5,국산,겨울,16166.66667
고급,LPG,5,국산,가을,45176.47059
중형,LPG,5,국산,겨울,35769.23077
SUV/승합,전기,4,국산,겨울,19872
중형,휘발유,5,국산,겨울,23657.14286
SUV/승합,경유,11,국산,겨울,23926.15385
중형,LPG,5,국산,겨울,17664
중형,LPG,5,국산,겨울,20538.46154
중형,LPG,5,국산,가을,18750
SUV/승합,전기,4,국산,가을,16645.16129
중형,LPG,5,국산,겨울,47240
소형,휘발유,5,국산,겨울,16107.69231
소형,휘발유,5,국산,겨울,16560
중형,휘발유,5,국산,겨울,19320
소형,휘발유,5,국산,겨울,71250
중형,휘발유,5,국산,겨울,19285.71429
SUV/승합,휘발유,5,국산,가을,21882.35294
소형,휘발유,5,국산,가을,22048.35165
중형,휘발유,5,국산,겨울,26600
SUV/승합,전기,4,국산,가을,14300
중형,LPG,5,국산,겨울,18782.6087
중형,LPG,5,국산,겨울,99000
SUV/승합,경유,9,국산,겨울,29450
중형,LPG,5,국산,겨울,24724.5283
중형,휘발유,5,국산,겨울,37911.86441
SUV/승합,경유,12,국산,겨울,76266.66667
중형,LPG,5,국산,겨울,21230.76923
중형,LPG,5,국산,가을,17672.72727
소형,휘발유,5,국산,겨울,16151.35135
SUV/승합,휘발유,5,국산,겨울,22036.36364
중형,LPG,5,국산,겨울,18327.27273
SUV/승합,전기,4,국산,겨울,18643.47826
중형,LPG,5,국산,겨울,109371.4286
중형,LPG,5,국산,가을,18576.62338
중형,LPG,5,국산,가을,17217.3913
SUV/승합,경유,9,국산,겨울,22539.13043
중형,LPG,5,국산,가을,28800
중형,LPG,5,국산,겨울,19680
중형,LPG,5,국산,겨울,19310.76923
중형,LPG,5,국산,가을,17907.69231
SUV/승합,경유,7,국산,겨울,63124.5283
중형,휘발유,5,국산,겨울,20400
SUV/승합,경유,8,국산,가을,44030.76923
중형,휘발유,5,국산,겨울,17533.33333
SUV/승합,경유,5,국산,겨울,72000
중형,휘발유,5,국산,겨울,56417.91045
SUV/승합,경유,12,국산,겨울,107494.7368
중형,LPG,5,국산,겨울,96000
소형,휘발유,5,국산,겨울,32989.09091
소형,휘발유,5,국산,가을,13600
소형,휘발유,5,국산,겨울,20273.68421
SUV/승합,전기,4,국산,겨울,21771.42857
SUV/승합,전기,5,국산,겨울,24727.27273
중형,휘발유,5,국산,가을,63000
중형,LPG,5,국산,가을,14180
중형,휘발유,5,국산,겨울,18000
SUV/승합,경유,9,국산,겨울,66178.7234
SUV/승합,경유,8,국산,겨울,37200
중형,LPG,5,국산,가을,33000
중형,LPG,5,국산,겨울,67550
중형,LPG,5,국산,겨울,44137.93103
중형,휘발유,5,국산,겨울,18620.68966
SUV/승합,전기,5,국산,겨울,50943.39623
SUV/승합,전기,5,국산,겨울,25200
중형,LPG,5,국산,겨울,47213.11475
중형,휘발유,5,국산,가을,14813.7931
SUV/승합,전기,4,국산,겨울,15955.55556
고급,휘발유,5,국산,겨울,213244.4444
중형,LPG,5,국산,겨울,42352.94118
중형,LPG,5,국산,겨울,88000
소형,휘발유,5,국산,겨울,67200
중형,LPG,5,국산,겨울,18536.84211
SUV/승합,전기,5,국산,겨울,24000
고급,LPG,5,국산,가을,24500
중형,LPG,5,국산,겨울,133527.2727
중형,휘발유,5,국산,겨울,100669.0909
중형,LPG,5,국산,겨울,57063.15789
SUV/승합,경유,9,국산,겨울,41978.94737
중형,LPG,5,국산,겨울,45473.68421
중형,LPG,5,국산,겨울,45101.88679
중형,LPG,5,국산,겨울,28145.45455
소형,휘발유,5,국산,겨울,16200
중형,LPG,5,국산,겨울,20700
SUV/승합,전기,4,국산,겨울,23808
소형,휘발유,5,국산,겨울,15570
SUV/승합,경유,7,국산,겨울,57600
중형,LPG,5,국산,겨울,54153.84615
SUV/승합,휘발유,5,국산,겨울,18700
SUV/승합,전기,4,국산,겨울,16714.28571
고급,휘발유,5,국산,가을,38500
소형,휘발유,5,국산,겨울,17733.33333
고급,휘발유,5,국산,겨울,52800
중형,LPG,5,국산,가을,15120
소형,휘발유,5,국산,겨울,57230.76923
중형,LPG,5,국산,겨울,27000
소형,휘발유,5,국산,겨울,59538.46154
중형,휘발유,5,국산,겨울,18216.86747
소형,휘발유,4,수입,겨울,57000
중형,LPG,5,국산,겨울,37000
SUV/승합,경유,9,국산,겨울,43600
소형,휘발유,5,국산,겨울,22525.13966
중형,휘발유,5,국산,겨울,33900
중형,LPG,5,국산,겨울,26693.87755
SUV/승합,전기,5,국산,겨울,24000
소형,휘발유,5,국산,겨울,15280
중형,LPG,5,국산,겨울,25263.15789
중형,LPG,5,국산,겨울,26400
SUV/승합,경유,9,국산,겨울,56640
중형,휘발유,5,국산,겨울,42763.63636
중형,휘발유,5,국산,겨울,21073.17073
소형,휘발유,4,수입,겨울,78857.14286
SUV/승합,휘발유,5,국산,겨울,124800
중형,LPG,5,국산,겨울,40852.17391
SUV/승합,전기,5,국산,겨울,48742.26804
소형,휘발유,4,수입,겨울,54311.11111
중형,휘발유,5,국산,겨울,20152.94118
중형,LPG,5,국산,겨울,102345.7627
SUV/승합,경유,9,국산,겨울,112000
중형,휘발유,5,국산,겨울,97866.66667
중형,LPG,5,국산,겨울,16600
SUV/승합,전기,5,국산,겨울,25200
중형,LPG,5,국산,겨울,29094.73684
중형,LPG,5,국산,겨울,19422.22222
SUV/승합,휘발유,5,국산,겨울,45875.86207
중형,휘발유,5,국산,겨울,28600
중형,LPG,5,국산,겨울,40869.56522
소형,휘발유,5,국산,겨울,15007.22892
소형,휘발유,5,국산,겨울,38457.83133
소형,휘발유,5,국산,겨울,72987.80488
소형,휘발유,4,수입,겨울,47600
SUV/승합,전기,4,국산,겨울,12709.09091
고급,LPG,5,국산,겨울,28300
SUV/승합,휘발유,5,국산,겨울,18857.14286
고급,휘발유,5,국산,겨울,31968
중형,LPG,5,국산,겨울,24000
중형,휘발유,5,국산,겨울,35400
중형,전기,5,국산,겨울,44114.28571
고급,휘발유,5,국산,겨울,28300
중형,LPG,5,국산,겨울,18000
SUV/승합,전기,4,국산,겨울,12293.87755
SUV/승합,전기,5,국산,겨울,44160
SUV/승합,경유,9,국산,겨울,19300
SUV/승합,전기,5,국산,겨울,15500
중형,휘발유,5,국산,겨울,15657.14286
소형,휘발유,5,국산,겨울,27300
SUV/승합,휘발유,5,국산,겨울,39200
중형,휘발유,5,국산,겨울,61894.73684
SUV/승합,하이브리드,5,국산,겨울,136754.717
SUV/승합,전기,5,국산,겨울,21500
SUV/승합,휘발유,5,국산,겨울,24266.66667
중형,LPG,5,국산,겨울,27969.23077
중형,LPG,5,국산,겨울,18874.57627
고급,LPG,5,국산,겨울,43892.30769
중형,LPG,5,국산,겨울,17897.14286
중형,휘발유,5,국산,겨울,17357.14286
소형,휘발유,5,국산,겨울,15511.11111
중형,전기,5,국산,겨울,23680
중형,휘발유,5,국산,겨울,40200
SUV/승합,경유,9,국산,겨울,27984
SUV/승합,경유,9,국산,겨울,27984
중형,LPG,5,국산,겨울,14488.88889
SUV/승합,경유,9,국산,겨울,20527.65957
중형,LPG,5,국산,겨울,54000
중형,LPG,5,국산,겨울,26117.64706
SUV/승합,경유,9,국산,겨울,31200
SUV/승합,경유,8,국산,겨울,128800
중형,휘발유,5,국산,겨울,42432
SUV/승합,전기,5,국산,겨울,15942.85714
중형,휘발유,5,국산,겨울,19642.71845
소형,휘발유,5,국산,겨울,22400
소형,휘발유,5,국산,겨울,22400
중형,LPG,5,국산,겨울,13971.42857
SUV/승합,경유,9,국산,겨울,19300
중형,LPG,5,국산,겨울,90600
중형,LPG,5,국산,겨울,59435.29412
중형,휘발유,5,국산,겨울,40200
SUV/승합,경유,11,국산,겨울,33196.8
SUV/승합,경유,7,국산,겨울,29873.68421
SUV/승합,경유,11,국산,겨울,27700
SUV/승합,경유,11,국산,겨울,36027.16981
SUV/승합,휘발유,5,국산,겨울,30600
중형,LPG,5,국산,겨울,50771.42857
중형,LPG,5,국산,겨울,18000
SUV/승합,경유,9,국산,겨울,22369.23077
SUV/승합,휘발유,5,국산,겨울,36960
소형,휘발유,5,국산,겨울,19600.65306
SUV/승합,전기,5,국산,겨울,15500
SUV/승합,경유,9,국산,겨울,67200
중형,LPG,5,국산,겨울,91239.66942
중형,LPG,5,국산,겨울,26277.9661
중형,전기,5,국산,겨울,38160
SUV/승합,전기,5,국산,겨울,24540.84507
소형,휘발유,5,국산,겨울,60260.86957
소형,휘발유,5,국산,겨울,68538.46154
중형,LPG,5,국산,겨울,21600
중형,LPG,5,국산,겨울,94235.29412
중형,LPG,5,국산,겨울,16050
중형,휘발유,5,국산,겨울,14811.42857
SUV/승합,경유,9,국산,겨울,23907.69231
중형,LPG,5,국산,겨울,19287.27273
SUV/승합,경유,5,국산,겨울,27428.57143
고급,휘발유,5,국산,겨울,53840
중형,LPG,5,국산,겨울,11300
고급,LPG,5,국산,겨울,67680
SUV/승합,경유,9,국산,겨울,53760
중형,LPG,5,국산,겨울,41333.33333
SUV/승합,경유,8,국산,겨울,60000
고급,LPG,5,국산,겨울,42500
소형,휘발유,5,국산,겨울,57647.05882
중형,LPG,5,국산,겨울,12919.14894
중형,LPG,5,국산,겨울,15600
중형,LPG,5,국산,겨울,18400
SUV/승합,경유,7,국산,겨울,61560
소형,휘발유,5,국산,겨울,54415.84158
중형,LPG,5,국산,겨울,20800
SUV/승합,전기,5,국산,겨울,15500
소형,휘발유,5,국산,겨울,14145.88235
SUV/승합,경유,5,국산,겨울,43789.47368
SUV/승합,경유,9,국산,겨울,27777.77778
중소형,LPG,5,국산,겨울,86181.81818
소형,휘발유,5,국산,겨울,20425.53191
SUV/승합,경유,9,국산,겨울,39985.71429
중형,LPG,5,국산,겨울,13882.35294
SUV/승합,전기,4,국산,겨울,12862.5
중형,LPG,5,국산,겨울,13552.94118
SUV/승합,경유,12,국산,겨울,56202.53165
소형,휘발유,5,국산,겨울,14080
중형,휘발유,5,국산,겨울,11550
소형,휘발유,5,국산,겨울,27266.66667
중형,LPG,5,국산,겨울,13735.38462
소형,휘발유,5,국산,겨울,21892.68293
중형,LPG,5,국산,겨울,24700
중형,LPG,5,국산,겨울,42000
중형,LPG,5,국산,겨울,16050
